OpCode,Family,Genus,Species,Code,Number,Length_mm,Range_mm,Direction_deg,Depth_m,Mgmt,Site
PUP024,Scaridae,Scarus,rubroviolaceus,SCRU,1,488.676,5991.248,8.519,5.1816,RES,PUP
PUP024,Acanthuridae,Acanthurus,leucopareius,ACLE,1,176.96,2799.735,14.181,5.1816,RES,PUP
PUP024,Acanthuridae,Acanthurus,leucopareius,ACLE,1,165.679,3105.405,20.538,5.1816,RES,PUP
PUP024,Acanthuridae,Acanthurus,leucopareius,ACLE,1,170.044,2514.142,19.11,5.1816,RES,PUP
PUP024,Acanthuridae,Acanthurus,leucopareius,ACLE,1,169.765,2646.224,18.78,5.1816,RES,PUP
PUP024,Acanthuridae,Acanthurus,leucopareius,ACLE,1,237.844,3517.449,20.406,5.1816,RES,PUP
PUP024,Acanthuridae,Acanthurus,leucopareius,ACLE,1,238.073,4958.805,16.907,5.1816,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,53.398,3472.807,10.946,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,147.786,1958.438,13.291,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,137.405,1951.549,5.168,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,83.086,1778.333,17.99,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,49.119,5409.767,9.77,13.716,RES,PUP
PUP025,Acanthuridae,Acanthurus,olivaceus,ACOL,1,336.892,4746.716,21.077,13.716,RES,PUP
PUP025,Acanthuridae,Acanthurus,leucopareius,ACLE,1,178.913,6488.695,12.651,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,161.56,4887.865,7.517,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,99.377,4702.979,5.352,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,144.589,3449.128,15.295,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,insularis,PAIN,1,239.705,5426.596,13.821,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,63.006,4384.478,21.053,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,106.821,4509.518,20.232,13.716,RES,PUP
PUP025,Labridae,Bodianus,albotaeniatus,BOBI,1,100.577,4049.162,22.527,13.716,RES,PUP
PUP025,Lethrinidae,Monotaxis,grandoculis,MOGR,1,325.693,7635.925,6.85,13.716,RES,PUP
PUP025,Mullidae,Parupeneus,multifasciatus,PAMU,1,235.81,8684.046,12.449,13.716,RES,PUP
PUP025,Acanthuridae,Acanthurus,dussumieri,ACDU,1,279.372,7475.305,9.877,13.716,RES,PUP
PUP025,Lethrinidae,Monotaxis,grandoculis,MOGR,1,155.768,6658.47,6.47,13.716,RES,PUP
PUP025,Acanthuridae,Acanthurus,dussumieri,ACDU,1,254.148,6736.341,1.698,13.716,RES,PUP
PUP025,Lethrinidae,Monotaxis,grandoculis,MOGR,1,261.225,6669.544,5.03,13.716,RES,PUP
PUP025,Acanthuridae,Ctenochaetus,strigosus,CTST,1,237.403,6363.524,19.68,13.716,RES,PUP
PUP025,Acanthuridae,Ctenochaetus,strigosus,CTST,1,205.669,5202.818,10.885,13.716,RES,PUP
PUP029,Mullidae,Parupeneus,multifasciatus,PAMU,1,118.61,1863.669,19.068,6.096,RES,PUP
PUP029,Acanthuridae,Acanthurus,nigroris,ACNR,1,75.006,1803.183,17.201,6.096,RES,PUP
PUP029,Acanthuridae,Acanthurus,olivaceus,ACOL,1,214.592,4472.449,1.379,6.096,RES,PUP
PUP029,Acanthuridae,Acanthurus,olivaceus,ACOL,3,179.065,4309.315,2.936,6.096,RES,PUP
PUP029,Mullidae,Parupeneus,multifasciatus,PAMU,1,60.11,2373.494,21.062,6.096,RES,PUP
PUP029,Acanthuridae,Acanthurus,olivaceus,ACOL,1,277.762,4809.775,11.198,6.096,RES,PUP
PUP029,Acanthuridae,Acanthurus,olivaceus,ACOL,1,294.3,3999.806,1.599,6.096,RES,PUP
PUP029,Acanthuridae,Acanthurus,olivaceus,ACOL,1,265.968,4187.681,5.445,6.096,RES,PUP
PUP029,Acanthuridae,Acanthurus,olivaceus,ACOL,5,232.619,2493.507,9.513,6.096,RES,PUP
PUP029,Acanthuridae,Acanthurus,olivaceus,ACOL,2,274.179,2545.938,4.981,6.096,RES,PUP
PUP029,Acanthuridae,Acanthurus,olivaceus,ACOL,1,253.165,3349.9,5.308,6.096,RES,PUP
PUP030,Acanthuridae,Naso,lituratus,NALI,1,264.756,5799.862,9.491,10.0584,RES,PUP
PUP030,Acanthuridae,Acanthurus,leucopareius,ACLE,1,134.867,6250.902,17.781,10.0584,RES,PUP
PUP030,Scaridae,Scarus,rubroviolaceus,SCRU,1,461.981,6805.562,11.764,10.0584,RES,PUP
PUP030,Acanthuridae,Acanthurus,leucopareius,ACLE,1,195.233,6539.735,8.708,10.0584,RES,PUP
PUP030,Acanthuridae,Acanthurus,leucopareius,ACLE,1,196.67,2109.794,10.921,10.0584,RES,PUP
PUP030,Acanthuridae,Acanthurus,leucopareius,ACLE,1,216.451,4120.229,6.85,10.0584,RES,PUP
PUP030,Acanthuridae,Acanthurus,dussumieri,ACDU,1,235.272,7854.133,3.179,10.0584,RES,PUP
PUP030,Acanthuridae,Ctenochaetus,strigosus,CTST,1,216.963,7523.291,16.04,10.0584,RES,PUP
PUP030,Mullidae,Parupeneus,insularis,PAIN,1,330,3715.496,21.967,10.0584,RES,PUP
PUP030,Acanthuridae,Acanthurus,leucopareius,ACLE,1,204.823,3943.008,14.157,10.0584,RES,PUP
PUP030,Acanthuridae,Acanthurus,leucopareius,ACLE,1,192.976,5044.241,17.004,10.0584,RES,PUP
PUP030,Acanthuridae,Acanthurus,leucopareius,ACLE,1,226.597,3379.984,9.963,10.0584,RES,PUP
PUP030,Scaridae,Scarus,rubroviolaceus,SCRU,1,244.339,7376.304,13.397,10.0584,RES,PUP
PUP030,Acanthuridae,Acanthurus,olivaceus,ACOL,1,265.977,3937.996,14.201,10.0584,RES,PUP
PUP032,Acanthuridae,Naso,lituratus,NALI,1,197.494,4444.253,22.94,9.144,RES,PUP
PUP032,Acanthuridae,Acanthurus,olivaceus,ACOL,1,228.377,8088.227,5.828,9.144,RES,PUP
PUP032,Acanthuridae,Acanthurus,olivaceus,ACOL,1,217.792,4460.591,13.276,9.144,RES,PUP
PUP032,Mullidae,Parupeneus,multifasciatus,PAMU,1,161.107,2522.091,22.504,9.144,RES,PUP
PUP032,Acanthuridae,Naso,lituratus,NALI,1,213.686,2549.509,17.217,9.144,RES,PUP
PUP032,Acanthuridae,Ctenochaetus,strigosus,CTST,1,160.9,6750.574,22.14,9.144,RES,PUP
PUP032,Acanthuridae,Acanthurus,leucopareius,ACLE,1,250,4032.648,24.067,9.144,RES,PUP
PUP032,Acanthuridae,Acanthurus,olivaceus,ACOL,1,266.853,6247.199,7.512,9.144,RES,PUP
PUP034,Acanthuridae,Acanthurus,leucopareius,ACLE,1,223.112,4617.086,8.844,3.048,RES,PUP
PUP034,Acanthuridae,Acanthurus,leucopareius,ACLE,1,191.094,3583.616,13.825,3.048,RES,PUP
PUP036,Mullidae,Parupeneus,multifasciatus,PAMU,1,207.923,8035.146,6.159,13.1064,RES,PUP
PUP036,Acanthuridae,Acanthurus,olivaceus,ACOL,1,222.728,5081.118,22.943,13.1064,RES,PUP
PUP036,Mullidae,Parupeneus,multifasciatus,PAMU,1,168.999,7603.538,17.891,13.1064,RES,PUP
PUP036,Mullidae,Parupeneus,multifasciatus,PAMU,1,177.533,5052.464,4.042,13.1064,RES,PUP
PUP036,Mullidae,Parupeneus,cyclostomus,PACY,1,315.259,8873.923,15.371,13.1064,RES,PUP
PUP036,Mullidae,Parupeneus,multifasciatus,PAMU,1,114.702,3722.471,9.223,13.1064,RES,PUP
PUP036,Mullidae,Parupeneus,cyclostomus,PACY,1,336.121,8411.202,5.042,13.1064,RES,PUP
PUP036,Carangidae,Caranx,melampygus,CAME,1,357.219,7717.725,6.816,13.1064,RES,PUP
PUP036,Acanthuridae,Naso,lituratus,NALI,1,120.509,8770.918,2.271,13.1064,RES,PUP
PUP036,Acanthuridae,Naso,lituratus,NALI,1,133.799,8649.34,1.561,13.1064,RES,PUP
PUP036,Scaridae,Scarus,rubroviolaceus,SCRU,1,495.987,8979.221,15.081,13.1064,RES,PUP
PUP036,Acanthuridae,Acanthurus,leucopareius,ACLE,1,186.847,7355.817,12.969,13.1064,RES,PUP
PUP037,Acanthuridae,Acanthurus,leucopareius,ACLE,1,169.621,6051.639,19.877,14.3256,RES,PUP
PUP037,Acanthuridae,Acanthurus,dussumieri,ACDU,1,308.308,5572.292,11.678,14.3256,RES,PUP
PUP037,Acanthuridae,Naso,lituratus,NALI,1,181.728,7780.122,11.334,14.3256,RES,PUP
PUP037,Acanthuridae,Acanthurus,dussumieri,ACDU,1,239.102,4794.126,19.402,14.3256,RES,PUP
PUP037,Acanthuridae,Acanthurus,olivaceus,ACOL,1,264.619,3876.743,21.354,14.3256,RES,PUP
PUP037,Mullidae,Parupeneus,multifasciatus,PAMU,1,85.207,2555.885,18.317,14.3256,RES,PUP
PUP091,Acanthuridae,Acanthurus,leucopareius,ACLE,1,206.715,2499.223,19.767,6.7056,RES,PUP
PUP091,Mullidae,Mulloidichthys,flavolineatus,MUFL,5,197.623,7274.536,21.7,6.7056,RES,PUP
PUP091,Acanthuridae,Naso,lituratus,NALI,1,203.559,4925.441,17.326,6.7056,RES,PUP
PUP091,Acanthuridae,Acanthurus,leucopareius,ACLE,1,210.804,3800.339,22.742,6.7056,RES,PUP
PUP091,Acanthuridae,Acanthurus,leucopareius,ACLE,1,154.479,3174.153,17.527,6.7056,RES,PUP
PUP091,Acanthuridae,Naso,lituratus,NALI,1,240.613,8114.326,20.523,6.7056,RES,PUP
PUP091,Acanthuridae,Acanthurus,leucopareius,ACLE,1,209.985,4394.471,20.838,6.7056,RES,PUP
PUP091,Acanthuridae,Acanthurus,leucopareius,ACLE,1,168.489,5031.806,20.285,6.7056,RES,PUP
PUP091,Acanthuridae,Acanthurus,leucopareius,ACLE,1,201.74,2659.988,8.948,6.7056,RES,PUP
PUP091,Acanthuridae,Acanthurus,leucopareius,ACLE,1,189.991,4768.174,14.28,6.7056,RES,PUP
PUP092,Acanthuridae,Acanthurus,triostegus,ACTR,5,105.989,9571.047,13.76,7.62,OPN,PUP
PUP092,Acanthuridae,Acanthurus,triostegus,ACTR,5,105.32,9448.925,12.23,7.62,OPN,PUP
PUP092,Acanthuridae,Acanthurus,triostegus,ACTR,1,117.382,9746.413,15.596,7.62,OPN,PUP
PUP093,Carangidae,Caranx,melampygus,CAME,1,266.031,6474.601,1.089,11.5824,RES,PUP
PUP093,Carangidae,Caranx,melampygus,CAME,1,275.918,6791.916,8.606,11.5824,RES,PUP
PUP093,Acanthuridae,Acanthurus,leucopareius,ACLE,1,215.657,6803.386,6.051,11.5824,RES,PUP
PUP093,Acanthuridae,Acanthurus,leucopareius,ACLE,1,156.564,6821.569,11.803,11.5824,RES,PUP
PUP093,Mullidae,Parupeneus,multifasciatus,PAMU,1,139.298,4014.326,19.989,11.5824,RES,PUP
PUP093,Acanthuridae,Acanthurus,leucopareius,ACLE,1,125.451,9838.552,13.176,11.5824,RES,PUP
PUP094,Acanthuridae,Acanthurus,olivaceus,ACOL,1,251.257,2612.331,4.105,7.62,RES,PUP
PUP094,Scaridae,Scarus,rubroviolaceus,SCRU,1,466.932,7710.385,5.409,7.62,RES,PUP
PUP094,Acanthuridae,Acanthurus,leucopareius,ACLE,1,206.851,5408.555,8.402,7.62,RES,PUP
PUP094,Acanthuridae,Naso,lituratus,NALI,1,255.657,1528.581,9.93,7.62,RES,PUP
PUP094,Acanthuridae,Acanthurus,leucopareius,ACLE,1,171.198,7409.34,2.064,7.62,RES,PUP
PUP094,Acanthuridae,Ctenochaetus,strigosus,CTST,1,238.927,3967.862,9.837,7.62,RES,PUP
PUP094,Acanthuridae,Acanthurus,leucopareius,ACLE,1,216.563,7331.468,16.962,7.62,RES,PUP
PUP094,Acanthuridae,Acanthurus,leucopareius,ACLE,1,156.078,3037.423,21.612,7.62,RES,PUP
PUP094,Acanthuridae,Naso,lituratus,NALI,1,215.488,5779.035,8.989,7.62,RES,PUP
PUP094,Scaridae,Scarus,rubroviolaceus,SCRU,1,525.338,5880.13,9.242,7.62,RES,PUP
PUP094,Acanthuridae,Naso,lituratus,NALI,1,206.424,3201.589,20.966,7.62,RES,PUP
PUP094,Acanthuridae,Acanthurus,leucopareius,ACLE,1,155.396,4740.516,10.761,7.62,RES,PUP
PUP094,Acanthuridae,Acanthurus,leucopareius,ACLE,1,224.302,4097.23,4.858,7.62,RES,PUP
PUP095A,Acanthuridae,Acanthurus,olivaceus,ACOL,1,291.672,2143.385,16.428,16.1544,RES,PUP
PUP095A,Mullidae,Parupeneus,multifasciatus,PAMU,1,165.054,4846.234,21.618,16.1544,RES,PUP
PUP095A,Acanthuridae,Naso,lituratus,NALI,1,237.417,2657.703,21.48,16.1544,RES,PUP
PUP095A,Acanthuridae,Acanthurus,olivaceus,ACOL,1,218.929,3668.344,12.231,16.1544,RES,PUP
PUP095A,Acanthuridae,Acanthurus,olivaceus,ACOL,1,291.488,3056.146,4.486,16.1544,RES,PUP
PUP096,Mullidae,Parupeneus,pleurostigma,PAPL,1,107.287,4161.86,8.733,7.3152,RES,PUP
PUP096,Mullidae,Parupeneus,insularis,PAIN,1,48.906,2840.307,12.347,7.3152,RES,PUP
PUP096,Mullidae,Parupeneus,insularis,PAIN,1,91.883,3811.129,10.41,7.3152,RES,PUP
PUP096,Acanthuridae,Acanthurus,leucopareius,ACLE,1,128.253,8226.703,15.539,7.3152,RES,PUP
PUP096,Acanthuridae,Acanthurus,leucopareius,ACLE,1,165.406,7606.658,19.198,7.3152,RES,PUP
PUP096,Acanthuridae,Acanthurus,leucopareius,ACLE,1,160.173,5078.103,21.305,7.3152,RES,PUP
PUP096,Acanthuridae,Acanthurus,leucopareius,ACLE,1,200.304,6429.934,1.207,7.3152,RES,PUP
PUP096,Acanthuridae,Acanthurus,leucopareius,ACLE,1,212.449,6444.775,15.146,7.3152,RES,PUP
PUP096,Acanthuridae,Acanthurus,leucopareius,ACLE,1,183.555,6946.288,21.8,7.3152,RES,PUP
PUP096,Acanthuridae,Naso,lituratus,NALI,1,254.614,9900.244,11.904,7.3152,RES,PUP
PUP097,Acanthuridae,Naso,lituratus,NALI,1,238.473,3548.589,21.702,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,blochii,ACBL,1,197.193,7512.236,17.324,7.0104,RES,PUP
PUP097,Lethrinidae,Monotaxis,grandoculis,MOGR,1,251.592,5651.394,17.118,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,blochii,ACBL,1,278.275,6428.736,17.68,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,blochii,ACBL,1,189.671,6630.315,16.413,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,175.188,4665.513,15.558,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,blochii,ACBL,1,225.327,9169.519,12.813,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,183.507,3917.114,10.941,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,202.306,3834.087,12.459,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,150.264,3797.833,12.607,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,195.326,3944.031,10.15,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,145.681,3665.936,13.568,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,4,180.707,3955.377,12.681,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,197.71,3637.039,13.68,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,152.091,4127.785,22.121,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,167.203,3744.698,10.074,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,143.768,3890.221,8.785,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,159.214,3654.416,12.466,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,173.118,3601.379,22.372,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,211.568,3623.696,23.662,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,156.455,3528.624,22.504,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,179.569,3637.747,23.211,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,168.51,3757.203,20.873,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,180.904,3323.006,21.165,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,172.857,3410.921,22.151,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,142.173,3651.773,23.022,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,162.589,3073.145,22.569,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,168.765,3560.178,23.643,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,158.91,3260.997,20.754,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,160.102,3624.882,21.947,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,248.838,3622.908,20.148,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,4,141.633,3433.13,23.29,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,200.288,2744.806,20.186,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,162.402,2810.959,20.408,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,243.886,3220.155,18.704,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,187.114,3145.778,18.537,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,204.602,3085.155,20.743,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,250,3928.071,22.325,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,177.419,2735.336,19.637,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,171.673,2691.565,20.047,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,225.404,2712.595,19.624,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,182.594,3217.64,15.893,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,161.05,2725.401,21.171,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,6,176.637,2683.907,21.774,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,219.373,3073.28,21.474,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,236.643,2809.161,18.794,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,167.274,3140.222,21.167,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,192.63,3118.283,18.244,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,203.885,3033.493,22.894,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,172.78,3041.045,19.037,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,223.776,2924.442,20.703,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,139.026,3177.048,19.531,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,blochii,ACBL,1,371.801,2841.804,5.697,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,235.852,3011.551,22.151,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,216.036,2874.799,20.96,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,159.672,2460.258,20.872,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,triostegus,ACTR,1,199.677,2405.354,17.548,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,173.94,2551.522,18.816,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,196.119,2292.487,20.847,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,205.634,2510.486,8.077,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,214.745,2504.623,12.572,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,184.116,2361.765,17.384,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,181.764,2440.442,20.615,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,162.642,2480.947,17.75,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,151.614,2426.101,17.638,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,218.579,2394.007,5.573,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,184.922,2428.241,7.277,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,220.209,2549.261,8.088,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,210.357,2584.227,11.896,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,207.684,2548.392,16.085,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,186.908,2343.385,16.057,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,193.846,2439.441,19.744,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,181.768,2532.7,19.261,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,204.226,2260.5,18.615,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,168.383,2079.32,17.981,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,5,198.346,2353.237,9.277,7.0104,RES,PUP
PUP097,Acanthuridae,Acanthurus,leucopareius,ACLE,1,185.098,2148.831,3.273,7.0104,RES,PUP
PUP097,Acanthuridae,Ctenochaetus,strigosus,CTST,1,184.685,1747.641,4.395,7.0104,RES,PUP
PUP097,Acanthuridae,Ctenochaetus,strigosus,CTST,1,122.546,1538.032,13.512,7.0104,RES,PUP
PUP097,Acanthuridae,Ctenochaetus,strigosus,CTST,1,201.682,5177.401,17.919,7.0104,RES,PUP
PUP097,Scaridae,Scarus,rubroviolaceus,SCRU,1,496.807,8589.295,7.356,7.0104,RES,PUP
PUP097,Scaridae,Scarus,rubroviolaceus,SCRU,1,546.552,5802.34,12.399,7.0104,RES,PUP
PUP097,Acanthuridae,Naso,lituratus,NALI,1,303.418,2666.105,18.116,7.0104,RES,PUP
PUP101,Acanthuridae,Acanthurus,triostegus,ACTR,1,139.306,3076.268,21.13,6.096,OPN,PUP
PUP101,Acanthuridae,Acanthurus,leucopareius,ACLE,1,132.498,4977.894,9.265,6.096,OPN,PUP
PUP101,Scaridae,Scarus,psittacus,SCPS,1,100.412,4481.803,17.587,6.096,OPN,PUP
PUP101,Acanthuridae,Acanthurus,triostegus,ACTR,1,123.824,7057.747,19.064,6.096,OPN,PUP
PUP101,Scaridae,Scarus,psittacus,SCPS,1,76.817,3496.168,15.701,6.096,OPN,PUP
PUP101,Mullidae,Parupeneus,multifasciatus,PAMU,1,51.468,2152.453,14.763,6.096,OPN,PUP
PUP101,Acanthuridae,Acanthurus,triostegus,ACTR,1,150.306,3626.995,12.94,6.096,OPN,PUP
PUP101,Acanthuridae,Acanthurus,triostegus,ACTR,1,151.67,3810.512,20.395,6.096,OPN,PUP
PUP101,Mullidae,Parupeneus,multifasciatus,PAMU,1,42.974,4023.677,12.765,6.096,OPN,PUP
PUP101,Acanthuridae,Acanthurus,triostegus,ACTR,1,55.011,4643.519,11.204,6.096,OPN,PUP
PUP101,Acanthuridae,Acanthurus,triostegus,ACTR,1,73.478,4670.202,10.4,6.096,OPN,PUP
PUP101,Acanthuridae,Naso,unicornis,NAUN,1,75.975,3768.586,9.624,6.096,OPN,PUP
PUP101,Acanthuridae,Acanthurus,triostegus,ACTR,1,80.308,3919.823,11.6,6.096,OPN,PUP
PUP101,Acanthuridae,Acanthurus,triostegus,ACTR,1,70.734,3439.054,7.815,6.096,OPN,PUP
PUP101,Acanthuridae,Acanthurus,triostegus,ACTR,1,62.777,3292.604,5.946,6.096,OPN,PUP
PUP101,Acanthuridae,Naso,unicornis,NAUN,1,117.464,5136.742,6.583,6.096,OPN,PUP
PUP103,Acanthuridae,Acanthurus,leucopareius,ACLE,1,166.925,3025.213,13.124,7.62,OPN,PUP
PUP103,Acanthuridae,Acanthurus,leucopareius,ACLE,1,218.032,5662.653,13.047,7.62,OPN,PUP
PUP103,Acanthuridae,Acanthurus,leucopareius,ACLE,1,135.374,8670.367,15.912,7.62,OPN,PUP
PUP103,Acanthuridae,Acanthurus,leucopareius,ACLE,1,204.697,6281.567,10.404,7.62,OPN,PUP
PUP103,Acanthuridae,Acanthurus,leucopareius,ACLE,1,243.134,5547.16,20.536,7.62,OPN,PUP
PUP103,Mullidae,Parupeneus,multifasciatus,PAMU,1,282.238,4503.705,8.905,7.62,OPN,PUP
PUP103,Scaridae,Scarus,species,SCSP,1,305.975,6485.671,8.606,7.62,OPN,PUP
PUP103,Scaridae,Scarus,psittacus,SCPS,1,269.715,3967.52,20.859,7.62,OPN,PUP
PUP106,Kyphosidae,Kyphosus,sp,CHUB,1,271.612,4318.934,14.714,1.85682,OPN,PUP
PUP106,Acanthuridae,Naso,lituratus,NALI,1,148.515,4762.427,11.881,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,leucopareius,ACLE,1,186.246,5287.219,18.31,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,leucopareius,ACLE,1,216.64,5889.189,10.302,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,leucopareius,ACLE,3,148.675,5643.234,8.346,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,leucopareius,ACLE,5,166.981,5695.132,6.927,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,leucopareius,ACLE,9,222.469,5880.907,10.293,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,triostegus,ACTR,1,145.571,6931.562,10.57,1.85682,OPN,PUP
PUP106,Acanthuridae,Acanthurus,triostegus,ACTR,6,190.329,7079.392,13.512,1.85682,OPN,PUP
